"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.604714538E0,5.070000291E-1,-5.260000229E-1,9.854000092E0,9.881044624E0
3.615235999E0,4.300000072E-1,-5.070000291E-1,9.720000267E0,9.742707746E0
3.624600691E0,4.880000055E-1,-5.740000010E-1,9.807000160E0,9.835897120E0
3.634847307E0,4.880000055E-1,-5.260000229E-1,9.979000092E0,1.000476201E1
3.644633307E0,5.070000291E-1,-5.450000167E-1,9.807000160E0,9.835208498E0
3.654645999E0,4.880000055E-1,-5.740000010E-1,9.729999542E0,9.759124505E0
3.664844615E0,4.690000117E-1,-5.360000134E-1,9.902000427E0,9.927581251E0
3.674627768E0,4.499999881E-1,-4.880000055E-1,9.729999542E0,9.752616833E0
3.684612230E0,4.589999914E-1,-5.740000010E-1,9.807000160E0,9.834500960E0
3.696392384E0,5.170000196E-1,-6.029999852E-1,9.960000038E0,9.991621428E0
3.706363845E0,4.300000072E-1,-5.839999914E-1,9.902000427E0,9.928522975E0
3.715268230E0,4.589999914E-1,-5.170000196E-1,9.883000374E0,9.907152285E0
3.725337999E0,4.979999959E-1,-4.880000055E-1,9.892999649E0,9.917539516E0
3.735973384E0,4.779999852E-1,-5.929999948E-1,9.854000092E0,9.883392676E0
3.744627230E0,4.779999852E-1,-6.409999728E-1,9.604999542E0,9.638225000E0
3.754613461E0,4.779999852E-1,-5.839999914E-1,9.826000214E0,9.854938872E0
3.764640076E0,5.070000291E-1,-5.170000196E-1,9.826000214E0,9.852645241E0
3.775379538E0,4.300000072E-1,-5.260000229E-1,9.864000320E0,9.887369638E0
3.784610230E0,5.360000134E-1,-5.070000291E-1,9.902000427E0,9.929449003E0
3.794606307E0,4.300000072E-1,-5.740000010E-1,9.796999931E0,9.823216564E0
3.804617153E0,4.589999914E-1,-5.170000196E-1,9.883000374E0,9.907152285E0
3.814612230E0,4.779999852E-1,-5.450000167E-1,9.902000427E0,9.928500464E0
3.824605999E0,5.170000196E-1,-4.779999852E-1,9.739000320E0,9.764420118E0
3.835906999E0,4.399999976E-1,-5.070000291E-1,9.854000092E0,9.876839921E0
3.844708999E0,4.979999959E-1,-5.740000010E-1,9.854000092E0,9.883258461E0
3.854602384E0,5.070000291E-1,-5.550000072E-1,9.739000320E0,9.767968124E0
3.864609691E0,4.979999959E-1,-6.320000291E-1,9.864000320E0,9.896763630E0
3.874599922E0,4.880000055E-1,-5.740000010E-1,9.786999702E0,9.815955541E0
3.884611461E0,4.499999881E-1,-4.979999959E-1,9.701000214E0,9.724191953E0
3.894604691E0,4.880000055E-1,-5.450000167E-1,9.625000000E0,9.652760953E0
3.904608999E0,5.070000291E-1,-4.589999914E-1,9.902000427E0,9.925590284E0
3.914601153E0,4.300000072E-1,-5.450000167E-1,9.968999863E0,9.993141813E0
3.924618615E0,4.499999881E-1,-5.550000072E-1,9.796999931E0,9.823020546E0
3.934649307E0,4.690000117E-1,-5.550000072E-1,9.902000427E0,9.928625206E0
3.944615538E0,5.550000072E-1,-5.450000167E-1,9.796999931E0,9.827830772E0
3.954614153E0,5.070000291E-1,-4.880000055E-1,9.807000160E0,9.832214663E0
3.966627230E0,4.399999976E-1,-4.979999959E-1,9.873999596E0,9.896336292E0
3.974608307E0,4.589999914E-1,-5.450000167E-1,9.873999596E0,9.899675450E0
3.984605768E0,5.450000167E-1,-4.880000055E-1,9.998000145E0,1.002472822E1
3.994902999E0,4.300000072E-1,-4.110000134E-1,9.930999756E0,9.948797775E0
4.009673922E0,4.210000038E-1,-5.450000167E-1,9.796999931E0,9.821174760E0
4.014658768E0,4.880000055E-1,-4.779999852E-1,9.854000092E0,9.877648799E0
4.024613076E0,4.589999914E-1,-5.450000167E-1,9.739000320E0,9.765031144E0
4.034600845E0,4.779999852E-1,-5.260000229E-1,9.739000320E0,9.764900780E0
4.044844076E0,4.399999976E-1,-4.589999914E-1,9.807000160E0,9.827590403E0
4.054760384E0,4.779999852E-1,-4.779999852E-1,9.826000214E0,9.849225765E0
4.066185076E0,4.779999852E-1,-5.740000010E-1,9.854000092E0,9.882270882E0
4.074604461E0,4.880000055E-1,-5.550000072E-1,9.835000038E0,9.862727552E0
4.084630615E0,4.979999959E-1,-4.979999959E-1,9.807000160E0,9.832256106E0
4.099675461E0,4.499999881E-1,-5.450000167E-1,9.796999931E0,9.822460622E0
4.104621922E0,4.589999914E-1,-5.450000167E-1,9.892999649E0,9.918626320E0
4.114625076E0,3.919999897E-1,-5.450000167E-1,9.854000092E0,9.876841945E0
4.125271384E0,4.300000072E-1,-4.300000072E-1,9.854000092E0,9.872746215E0
4.134631538E0,4.499999881E-1,-5.450000167E-1,9.854000092E0,9.879313884E0
4.144619768E0,4.589999914E-1,-5.839999914E-1,9.902000427E0,9.929821219E0
4.154814768E0,4.399999976E-1,-5.550000072E-1,9.767999649E0,9.793642946E0
4.165064691E0,4.690000117E-1,-4.979999959E-1,9.949999809E0,9.973487916E0
4.174923307E0,4.779999852E-1,-5.450000167E-1,9.835000038E0,9.861680118E0
4.184627153E0,4.589999914E-1,-5.450000167E-1,9.786999702E0,9.812903199E0
4.194609230E0,5.170000196E-1,-5.170000196E-1,9.930999756E0,9.957877996E0
4.204600691E0,4.589999914E-1,-4.979999959E-1,9.739000320E0,9.762520793E0
4.218269461E0,4.300000072E-1,-5.360000134E-1,9.979000092E0,1.000263160E1
4.224603153E0,4.779999852E-1,-4.499999881E-1,9.979000092E0,1.000057132E1
4.234604076E0,4.690000117E-1,-5.450000167E-1,9.767999649E0,9.794427149E0
4.244606768E0,4.880000055E-1,-5.450000167E-1,9.949999809E0,9.976856480E0
4.254604538E0,4.300000072E-1,-5.070000291E-1,9.920999527E0,9.943247993E0
4.264637615E0,4.399999976E-1,-5.170000196E-1,9.796999931E0,9.820493708E0
4.274834461E0,4.589999914E-1,-5.070000291E-1,9.835000038E0,9.858750213E0
4.284607076E0,4.399999976E-1,-4.589999914E-1,9.854000092E0,9.874492331E0
4.294602999E0,4.300000072E-1,-5.450000167E-1,9.595999718E0,9.621077674E0
4.304613691E0,3.540000021E-1,-5.360000134E-1,8.963999748E0,8.986985229E0
4.318021384E0,3.440000117E-1,-5.450000167E-1,1.022799969E1,1.024828467E1
4.325645768E0,4.020000100E-1,-5.929999948E-1,9.864000320E0,9.889982574E0
4.334609845E0,4.300000072E-1,-4.779999852E-1,9.902000427E0,9.922852234E0
4.344822076E0,4.589999914E-1,-5.450000167E-1,1.046700001E1,1.049122467E1
4.354603538E0,6.029999852E-1,-5.929999948E-1,1.057299995E1,1.060677076E1
4.364614999E0,4.779999852E-1,-5.450000167E-1,1.028499985E1,1.031051555E1
4.374614538E0,5.070000291E-1,-5.839999914E-1,9.729999542E0,9.760686252E0
4.384617922E0,5.929999948E-1,-9.190000296E-1,1.053400040E1,1.059062672E1
4.394610076E0,2.290000021E-1,-3.630000055E-1,9.911999702E0,9.921287623E0
4.404619307E0,4.300000072E-1,-4.979999959E-1,8.829999924E0,8.854479242E0
4.415828768E0,4.979999959E-1,-4.779999852E-1,1.012300014E1,1.014650777E1
4.424610153E0,4.300000072E-1,-5.929999948E-1,1.055399990E1,1.057938859E1
4.434611692E0,4.110000134E-1,-5.450000167E-1,9.692000389E0,9.716008315E0
4.444602692E0,4.210000038E-1,-3.829999864E-1,9.480999947E0,9.498067697E0
4.454623615E0,4.690000117E-1,-5.929999948E-1,1.014200020E1,1.017014150E1
